V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
17.883522033691406,17.690886,17.020815,16.684973,16.380287,16.72218,17.003654,17.637205,19.426353,21.046091,21.645027,22.743885,24.330862,25.127287,26.040138,26.271057,25.789413,25.507519,24.538467,23.067148,22.058084,21.219696,20.069632,18.483955,17.926771,17.634718,16.72219,16.689537,16.402565,16.515087,17.07298,18.107565,18.718048,20.935753,21.74398,23.288301,23.74698,25.463764,25.62435,25.68402,25.822563,26.021257,24.791723,23.996525,22.291487,20.992046,19.975868,18.542385
16.36578941345215,16.325321,15.800837,15.509887,15.556038,16.29016,16.698948,17.78707,19.898657,22.025778,22.571352,23.916702,25.25999,25.910482,26.401203,26.517363,25.51217,24.828941,23.539001,21.914936,20.583368,19.673365,18.467487,17.04963,16.543999,16.406998,15.5122,15.558709,15.36797,15.727721,16.935537,18.295176,19.129324,21.782698,22.733248,24.14625,24.607655,26.041395,26.238287,25.526804,25.779387,25.504314,23.878803,22.781704,20.944254,19.413898,18.517633,17.19186
17.803003311157227,17.66518,17.143074,16.802755,16.56792,16.88001,17.075722,17.665161,19.071217,20.372074,20.879799,21.77162,22.946728,23.620283,24.361328,24.562958,24.159561,23.88521,23.118406,21.913553,21.163301,20.470713,19.554657,18.242033,17.83309,17.637535,16.85284,16.81955,16.574928,16.694368,17.138838,18.017965,18.480724,20.26169,20.92761,22.165222,22.504562,23.920465,24.035042,24.098345,24.198952,24.271608,23.319744,22.677713,21.329777,20.28631,19.467884,18.329815
18.928972244262695,18.766418,17.904442,17.446365,17.214876,17.42995,17.797379,18.51672,20.531557,22.431578,23.158432,24.414433,26.431463,27.335598,28.496847,28.895899,28.402327,28.168388,26.953352,25.153904,23.977077,22.966473,21.572174,19.7076,18.969624,18.6167,17.57245,17.631767,17.2407,17.276766,17.788034,18.957315,19.69032,22.386808,23.248646,25.038801,25.63646,27.811451,27.994637,28.214283,28.439459,28.660133,27.250717,26.244305,24.201555,22.692455,21.461931,19.796936
17.209875106811523,17.044365,16.476398,16.13981,15.915701,16.313713,16.54315,17.223886,18.851837,20.375706,20.897017,21.90496,23.227373,23.954123,24.755615,24.907944,24.419052,24.085855,23.207914,21.849663,20.950317,20.158575,19.146936,17.697502,17.244905,17.016706,16.170948,16.121796,15.899537,16.060692,16.656876,17.65326,18.188938,20.186808,20.96138,22.363888,22.732,24.258795,24.402483,24.357605,24.45972,24.560246,23.43071,22.707705,21.170422,19.979836,19.067982,17.797878
16.200084686279297,15.861648,15.061155,14.67422,14.398043,15.552987,15.904672,17.331524,20.383228,23.212704,23.984993,25.804441,27.838001,28.859491,29.944424,30.076645,28.88819,28.053144,26.46728,24.242664,22.491318,21.100782,19.382418,17.153702,16.417746,16.086014,14.56016,14.419666,14.23716,14.78219,16.326927,18.315405,19.272652,22.777905,24.14664,26.406853,27.056538,29.158329,29.421364,28.80822,29.033176,28.975836,26.917677,25.535753,22.9431,20.804346,19.341988,17.345516
17.805755615234375,17.521776,17.049698,16.85011,16.786345,17.657143,17.846344,18.846111,20.811848,22.59187,23.07361,24.189724,25.3751,25.917261,26.624071,26.633617,25.8721,25.219887,24.159086,22.814817,21.690128,20.79499,19.755476,18.331074,17.876942,17.688477,16.736559,16.67972,16.6696,17.023766,18.150349,19.473497,20.108355,22.302422,23.15274,24.468634,24.9172,26.161345,26.302805,25.788149,25.964182,25.73309,24.498077,23.623537,21.93499,20.658632,19.711073,18.535048
17.500144958496094,17.262993,16.706358,16.456427,16.142366,16.652872,16.900814,17.495207,19.225565,20.696566,21.19531,22.17331,23.360937,24.053143,24.806135,24.948502,24.525486,24.19703,23.307905,22.072123,21.165972,20.451134,19.409277,18.007645,17.518696,17.323185,16.377554,16.300745,16.15435,16.31722,16.997293,18.034988,18.607653,20.505701,21.2499,22.58645,22.960562,24.293787,24.446766,24.377945,24.527737,24.660158,23.574497,22.91447,21.336025,20.16909,19.324324,18.041687
17.854202270507812,17.643713,17.12561,16.842003,16.669615,17.32152,17.528364,18.347368,20.139658,21.755527,22.22834,23.302896,24.497643,25.108599,25.851566,25.918497,25.32587,24.83007,23.892138,22.557247,21.5883,20.774513,19.753452,18.349623,17.908623,17.736425,16.792671,16.723654,16.598309,16.871284,17.738356,18.91184,19.439657,21.492025,22.33141,23.649548,24.00453,25.367579,25.51485,25.243961,25.371675,25.30733,24.158398,23.3929,21.808006,20.585556,19.693892,18.488247
14.00970458984375,13.686239,13.899048,13.975382,14.848944,16.380634,17.043182,18.375134,20.22805,21.627876,22.157328,22.87529,23.164806,23.265652,22.784008,22.369026,21.184969,20.025885,18.709375,17.58368,16.595158,15.823425,14.999361,14.456333,14.100101,14.193981,13.786855,14.255881,14.623641,15.126766,17.048803,18.76487,19.635323,21.390404,22.589998,22.945751,22.909954,23.153805,23.094465,21.394724,21.288082,20.101887,18.798653,17.807215,16.592796,15.584942,15.2641115,14.581581
17.68463134765625,17.497307,16.818577,16.474552,16.231396,16.592808,16.875853,17.568748,19.423956,21.13374,21.73257,22.851107,24.522987,25.30265,26.2557,26.488956,25.947945,25.649748,24.616661,23.085968,22.01929,21.11823,19.933916,18.325335,17.747812,17.422562,16.516407,16.49982,16.21968,16.357634,16.966272,18.048994,18.669157,21.006994,21.821758,23.407732,23.879276,25.664507,25.83716,25.8499,26.001923,26.18551,24.89308,24.020176,22.258615,20.896856,19.840319,18.394043
16.375356674194336,16.26071,15.832146,15.6150875,15.701741,16.478458,16.799511,17.829155,19.736326,21.574717,22.034836,23.216455,24.324345,24.851618,25.299824,25.331722,24.443386,23.739393,22.602663,21.222927,20.084429,19.226446,18.188076,16.917784,16.495934,16.382309,15.59075,15.5994005,15.52829,15.873271,17.049492,18.294416,19.047922,21.36382,22.169868,23.379707,23.821497,24.986935,25.138664,24.430645,24.655674,24.294846,22.920994,21.963009,20.352554,19.034945,18.227354,17.096443
17.914180755615234,17.720118,17.101372,16.761494,16.554064,16.920855,17.18187,17.834063,19.54121,21.10063,21.661285,22.666042,24.105911,24.82523,25.726732,25.917751,25.472145,25.180119,24.211184,22.833658,21.873333,21.061602,19.975315,18.461357,17.93127,17.681211,16.783096,16.783447,16.55214,16.655525,17.244799,18.269407,18.859543,20.970049,21.711071,23.131714,23.556509,25.163494,25.329664,25.348194,25.506916,25.628529,24.476686,23.713474,22.052687,20.832912,19.86243,18.548656
16.888320922851562,16.772545,16.293184,16.05516,15.967039,16.507545,16.735933,17.505999,19.183558,20.773666,21.207996,22.211401,23.414732,23.949383,24.6043,24.678719,24.042385,23.595413,22.66989,21.38419,20.37444,19.612686,18.654377,17.409855,16.988823,16.816813,16.030365,16.024609,15.85325,16.12543,16.943443,17.98019,18.525003,20.543703,21.315432,22.533281,22.880865,24.177393,24.325844,24.005594,24.126217,24.101414,22.926819,22.138197,20.635618,19.452822,18.62863,17.538088
17.35837173461914,17.187717,16.416382,15.978142,15.63987,15.789791,16.147009,16.747107,18.50755,20.181847,20.883709,22.069107,23.864216,24.769817,25.73952,26.154488,25.707146,25.534342,24.502522,22.872385,21.857775,21.004927,19.745249,18.080967,17.405132,17.126345,16.108173,16.112162,15.706915,15.716906,16.120401,17.158058,17.812693,20.19821,21.018463,22.667816,23.20674,25.121143,25.27732,25.551712,25.744202,26.005402,24.729301,23.872847,22.105518,20.747122,19.68805,18.111639
14.449039459228516,13.678631,12.6595745,12.0873165,11.547304,11.134992,10.930698,10.808278,10.99324,11.375965,11.802379,12.057446,13.653404,15.1048155,15.919873,16.900213,17.723076,18.144463,18.171494,17.790445,17.681435,16.84281,16.442272,15.203135,14.375073,13.484899,12.365541,11.962135,11.765221,10.891283,10.80282,10.661303,10.726912,11.5525,11.555638,12.746952,13.77149,15.086344,15.567565,17.223057,17.489594,17.826864,18.51022,18.050135,17.615705,16.87516,16.122643,15.377953
17.6971435546875,17.145512,16.116598,15.574093,15.057821,15.513622,15.8821,16.741583,19.26687,21.380636,22.371475,23.883293,26.136223,27.402496,28.937449,29.362408,28.883324,28.61464,27.234257,25.19911,23.935257,22.620743,20.9571,18.548174,17.672745,17.14435,15.627579,15.54899,15.225483,15.232006,15.935085,17.467154,18.280514,21.374939,22.385532,24.740658,25.449778,27.946844,28.168226,28.566713,28.88264,29.178547,27.569168,26.560019,24.087658,22.337635,20.777302,18.63558
16.778507232666016,16.648504,16.169106,15.896914,15.7086735,16.090223,16.28542,16.899899,18.315063,19.649519,20.090126,20.971367,22.111526,22.71147,23.350227,23.49494,23.006773,22.704796,21.947197,20.766125,19.976818,19.30055,18.415897,17.218138,16.836033,16.644644,15.909053,15.862265,15.672047,15.850314,16.404316,17.300922,17.75462,19.486502,20.180449,21.378105,21.662415,22.94022,23.073875,22.975777,23.07117,23.13494,22.143204,21.49971,20.184717,19.13311,18.377466,17.301134
25.376493453979492,25.00184,25.281078,25.363564,25.616022,25.29834,25.432102,25.077154,25.267439,24.360697,24.551847,23.774935,24.28923,23.67752,23.672512,23.151896,22.975222,22.694952,22.983538,22.48133,23.344221,24.147257,23.576853,24.081947,25.074087,24.75911,25.57671,25.499197,25.434263,26.030918,26.133839,25.327776,25.266483,24.588545,24.71884,23.972103,24.374056,23.887592,23.12443,23.109077,22.968573,23.01705,22.776093,23.633,23.341793,23.747242,23.911154,24.335629
15.198307037353516,15.0036335,15.106408,14.994956,15.187659,15.133165,15.13717,15.207251,15.305587,15.144396,15.340242,15.214695,15.491477,15.194732,15.483038,15.199109,15.237115,15.423262,15.179052,14.85499,14.818356,15.125936,14.931652,15.347444,15.214153,14.866323,15.148281,15.070463,15.070442,15.12631,15.209092,15.338227,15.160451,15.19034,15.430976,15.193081,15.186936,15.307124,15.154994,15.361349,15.128139,15.514816,15.1682,15.250244,14.945707,15.16352,15.180251,15.058843
17.803890228271484,18.656033,20.690718,22.603956,24.403954,26.428211,28.201849,29.4789,30.498722,30.942432,30.759363,30.127676,28.616264,27.962742,25.72934,24.423574,22.399012,20.79407,19.98033,19.28743,18.134367,16.880196,17.838861,17.56076,18.157692,18.636726,20.903912,22.818726,24.42057,24.785788,28.016544,29.309296,29.889286,30.276075,30.555414,30.249538,28.899685,27.75691,26.675463,24.54922,22.582365,21.244549,20.372988,18.183704,17.842506,17.308474,17.110239,17.429546
17.286712646484375,17.14326,16.494734,16.13787,15.915836,16.271084,16.573498,17.282387,19.106668,20.841656,21.427809,22.553907,24.156475,24.92733,25.80349,26.033747,25.45633,25.150055,24.118868,22.582298,21.506275,20.6473,19.469332,17.930819,17.367031,17.10662,16.188442,16.188183,15.87717,16.02357,16.67361,17.752846,18.382729,20.708773,21.537613,23.075712,23.513115,25.229654,25.412912,25.372921,25.537727,25.710007,24.384989,23.508856,21.772795,20.4049,19.41576,18.00673
16.238080978393555,16.179998,15.731197,15.512426,15.415704,15.921544,16.144249,16.848923,18.407747,19.891556,20.29054,21.24236,22.306904,22.814323,23.365843,23.454193,22.86491,22.435339,21.577267,20.386206,19.455225,18.770725,17.86561,16.728352,16.34028,16.215164,15.49082,15.485667,15.317289,15.573206,16.323053,17.28366,17.797846,19.676195,20.391012,21.494377,21.813522,23.01369,23.14824,22.825512,22.947668,22.911232,21.81256,21.092,19.684925,18.593931,17.841257,16.834595
17.543840408325195,17.382421,16.840466,16.562769,16.352285,16.850786,17.087116,17.799026,19.52569,21.102745,21.58362,22.625132,23.907139,24.54011,25.283379,25.41402,24.8566,24.474503,23.549135,22.222841,21.26684,20.479395,19.440292,18.081991,17.616714,17.413883,16.5348,16.480278,16.291592,16.520481,17.24702,18.31466,18.862259,20.90362,21.688313,23.017017,23.378666,24.788477,24.949724,24.780909,24.905075,24.983662,23.811785,23.054138,21.482376,20.256186,19.389973,18.160238
16.438392639160156,16.200773,16.520985,16.7066,17.760914,19.191406,19.81132,20.971653,22.6147,23.643225,24.385307,24.603556,24.726107,24.718706,24.265705,23.796694,22.77904,21.803,20.63197,19.436459,18.474058,17.936874,17.483423,16.94204,16.67904,16.562016,16.361921,17.122812,17.54036,18.00694,19.651703,21.185307,22.009907,23.170322,24.536867,24.686373,24.63008,24.76789,24.583673,23.053267,22.756432,21.703857,20.667152,19.754961,18.680557,17.810741,17.655865,17.062346
16.883298873901367,16.594643,16.184256,16.011902,16.087986,17.007938,17.235537,18.295324,20.233244,22.028906,22.48167,23.594742,24.69151,25.18214,25.739569,25.721615,24.867363,24.146252,23.021502,21.74797,20.615005,19.72023,18.718212,17.379677,16.945507,16.761648,15.926503,15.880379,15.958773,16.309013,17.537483,18.886892,19.578423,21.758068,22.571848,23.795292,24.2679,25.383726,25.51666,24.811111,25.036348,24.647486,23.38816,22.466978,20.84955,19.602146,18.694986,17.57531
19.016157150268555,20.736763,22.089046,24.015217,24.342237,25.341312,26.367643,26.405642,26.335243,25.485598,24.670101,23.550785,21.967466,20.735743,19.936586,19.005798,17.766098,17.22189,16.81101,16.711128,17.084627,16.596312,17.53498,17.756212,19.503641,20.682621,21.987703,23.53173,25.116846,25.0242,26.764194,26.598959,26.364689,25.805489,24.66391,23.526669,22.655972,20.825909,19.905016,19.131071,17.935635,17.448032,17.584099,16.472687,16.863699,16.578228,17.124878,17.933558
18.026315689086914,17.844887,17.218435,16.943336,16.717499,17.224487,17.499565,18.223341,20.1216,21.830624,22.36642,23.480234,24.951426,25.639322,26.498642,26.657068,26.100163,25.723907,24.684917,23.241898,22.164858,21.30683,20.149132,18.639223,18.09467,17.837576,16.91398,16.871103,16.67532,16.88723,17.637026,18.757124,19.374289,21.629042,22.465223,23.928154,24.35729,25.951092,26.128834,25.981026,26.129103,26.253868,24.983616,24.152885,22.38935,21.055588,20.072098,18.700794
17.3483829498291,17.185032,16.711273,16.488708,16.374699,17.107521,17.301815,18.18665,20.00014,21.66164,22.114029,23.189081,24.313528,24.866749,25.504787,25.553371,24.861464,24.293161,23.329027,22.036076,20.999908,20.189882,19.189058,17.86589,17.447834,17.304676,16.40896,16.362274,16.265146,16.592995,17.564457,18.733175,19.315773,21.401852,22.211458,23.458078,23.840973,25.091917,25.225712,24.80074,24.952068,24.80069,23.618282,22.814524,21.236881,20.01873,19.145721,18.021406
14.239593505859375,14.489183,14.032883,13.769052,13.813757,13.69122,13.913869,14.377745,15.3128,16.485718,16.777802,17.515657,18.95852,19.299776,19.794304,20.0933,19.504421,19.336584,18.748566,17.525438,16.82699,16.24954,15.517884,14.741127,14.41962,14.171715,13.99823,14.055063,13.670197,13.818274,13.992001,14.455921,14.722284,16.445387,16.984156,17.960068,18.19084,19.631636,19.67263,19.6684,19.634365,19.794071,18.823532,18.065262,17.170067,16.233164,15.621976,14.787691
14.689741134643555,14.865005,14.430025,14.17997,14.168744,14.296112,14.589034,15.164373,16.36775,17.742767,18.086842,18.952246,20.180643,20.633892,21.009598,21.2509,20.570078,20.311768,19.576504,18.331028,17.491808,16.915134,16.0853,15.231466,14.8890705,14.731459,14.314892,14.372843,14.02898,14.225626,14.692599,15.380816,15.808154,17.642464,18.266806,19.303701,19.534208,20.789852,20.892096,20.66681,20.761162,20.837421,19.711058,18.921747,17.839836,16.758547,16.20029,15.279274
15.170745849609375,15.289421,14.7405815,14.468813,14.450266,14.460002,14.727425,15.267436,16.56233,17.991316,18.370453,19.255184,20.880098,21.329657,21.996222,22.27241,21.676994,21.504137,20.691902,19.328346,18.418114,17.74153,16.806314,15.793614,15.339964,15.061057,14.64369,14.727531,14.336384,14.4553,14.816204,15.513618,15.917779,17.941826,18.569864,19.758694,20.0752,21.63567,21.742086,21.720058,21.799994,22.008455,20.852598,20.001415,18.751657,17.62287,16.88051,15.844034
15.164255142211914,14.818525,14.029421,13.679977,13.470759,13.611758,13.856607,14.377044,16.062328,17.422861,18.089626,19.024681,20.807257,21.593935,22.789936,23.136614,22.903437,22.800985,21.819798,20.427086,19.558664,18.57019,17.458782,15.806484,15.167427,14.65262,13.776323,13.778486,13.576588,13.514564,13.864454,14.790013,15.308671,17.447859,18.059555,19.677418,20.226189,22.102911,22.241014,22.6427,22.868217,23.080948,22.059998,21.314833,19.59699,18.45506,17.310385,15.876792
13.41283130645752,12.988034,12.0977335,11.770319,11.574011,12.194044,12.5230465,13.474486,16.02325,18.199518,18.948708,20.318693,22.533865,23.396147,24.783417,24.966465,24.287312,23.905193,22.487621,20.563118,19.149164,17.860743,16.328907,14.232068,13.466278,12.8954735,11.7295265,11.706799,11.538991,11.737873,12.710913,14.224686,14.989956,18.021757,18.99873,21.079403,21.694775,23.909502,24.15656,24.071331,24.34084,24.540138,22.883007,21.746525,19.37412,17.622278,16.201208,14.368267
16.799753189086914,16.291828,15.076375,14.490882,14.072351,14.392316,14.804612,15.736088,18.430086,20.735079,21.800852,23.41893,26.150713,27.453,29.21138,29.768064,29.250795,29.04317,27.478245,25.179886,23.782087,22.246704,20.40444,17.820177,16.820992,16.157074,14.622808,14.622183,14.221104,14.172573,14.839651,16.41403,17.289593,20.817831,21.837275,24.405222,25.22628,28.132816,28.374956,28.881746,29.273922,29.611368,27.842422,26.638914,23.916668,21.985062,20.219465,17.941582
17.40529441833496,17.181253,16.490519,16.138107,15.814696,16.071281,16.347256,16.91377,18.577124,20.08044,20.694895,21.745823,23.315386,24.12286,25.071095,25.34827,24.981003,24.771517,23.840742,22.419355,21.51223,20.689915,19.571117,17.986568,17.40584,17.108643,16.201435,16.174194,15.895395,15.934654,16.360252,17.327703,17.909779,20.02576,20.770565,22.284937,22.769863,24.490252,24.634712,24.834774,24.975704,25.192188,24.072536,23.347824,21.687574,20.48079,19.466488,18.032207
26.9981689453125,26.763437,26.906054,26.647505,26.797287,26.543503,26.70186,26.443811,26.622065,26.328966,26.602657,26.367083,26.658178,26.474377,26.534447,26.597393,26.476099,26.486471,26.696247,26.340017,26.40622,26.77585,26.629665,26.731266,26.923111,26.683775,26.827396,26.943207,26.573183,26.763731,26.783924,26.488123,26.67745,26.392355,26.625946,26.464228,26.702663,26.563972,26.304457,26.591242,26.457636,26.59799,26.502478,26.75183,26.70401,26.711061,26.943085,26.664211
18.988405227661133,19.105747,18.699001,18.479866,18.27882,18.424734,18.687075,19.122242,20.282051,21.509935,21.857925,22.652027,23.773285,24.305828,24.613384,24.86643,24.254082,24.006096,23.444328,22.322393,21.548412,21.075315,20.306454,19.450098,19.171576,18.99385,18.591358,18.53996,18.211987,18.437654,18.764814,19.389994,19.788845,21.345928,22.025202,23.041348,23.276741,24.430809,24.492598,24.39782,24.377323,24.546228,23.555777,22.90127,21.919743,20.946535,20.393717,19.429354
11.428421020507812,11.276668,10.940054,10.820831,10.780235,11.256416,11.388168,12.019141,13.273345,14.440474,14.759293,15.485294,16.388891,16.72081,17.239351,17.256636,16.763416,16.396181,15.692227,14.784305,14.03283,13.424003,12.7201805,11.811343,11.495078,11.3347225,10.758258,10.750057,10.697449,10.903872,11.590843,12.403377,12.784497,14.303164,14.817585,15.713826,16.010685,16.911598,17.007603,16.710829,16.84045,16.75019,15.908175,15.3046,14.193034,13.340278,12.703312,11.927157
17.67641258239746,17.543522,17.234312,17.002129,17.117523,18.03768,18.35006,19.308508,21.084194,22.710386,23.130692,24.233665,24.910213,25.436262,25.647173,25.605198,24.772533,23.953497,22.983433,21.783499,20.808184,20.114841,19.167652,18.074785,17.771183,17.715267,17.010935,16.97186,16.99067,17.37566,18.533634,19.777134,20.492144,22.440643,23.274282,24.275919,24.60477,25.506247,25.583752,24.769669,24.956873,24.424046,23.23323,22.409279,21.034626,19.914087,19.242153,18.20674
22.537084579467773,22.39802,22.293701,22.123814,22.259083,22.203146,22.228807,22.137775,22.282122,22.234268,22.476042,22.378986,22.910368,22.552149,23.039892,23.191368,23.194422,23.314117,23.16088,22.722319,22.593458,22.749987,22.507055,22.766365,22.53541,22.151505,22.195522,22.188255,22.241047,22.04144,22.1372,22.145685,22.140882,22.34748,22.585434,22.370726,22.596554,22.819746,22.841398,23.135067,23.199791,23.272053,23.071642,23.03808,22.708899,22.69227,22.797155,22.625957
17.879302978515625,17.536627,16.845484,16.54423,16.194593,16.578663,16.860966,17.449224,19.29024,20.84129,21.47217,22.536806,24.115694,24.926308,25.930237,26.163223,25.771349,25.55103,24.562052,23.15316,22.179909,21.313951,20.133463,18.495077,17.885334,17.530302,16.53141,16.472164,16.272884,16.337418,16.911537,17.992432,18.60402,20.778221,21.519222,23.110096,23.599598,25.274769,25.441221,25.57495,25.777405,26.00899,24.828447,24.089058,22.336569,21.053825,20.007595,18.523247
18.003496170043945,17.810947,17.357742,17.125086,16.975897,17.61761,17.801405,18.58264,20.252296,21.771826,22.192015,23.182945,24.253473,24.80692,25.462631,25.512001,24.9146,24.423737,23.570927,22.34566,21.419058,20.663584,19.737041,18.45313,18.075731,17.909767,17.074368,16.996412,16.901592,17.193829,18.021082,19.096155,19.615444,21.495348,22.277449,23.490013,23.83708,25.03142,25.169338,24.866499,24.950174,24.888973,23.812212,23.092789,21.656916,20.511225,19.696194,18.59954
14.199424743652344,13.879288,13.434366,13.234815,13.912116,15.030855,15.444639,17.220219,19.679428,22.178246,23.13969,24.52663,26.129255,26.51314,27.460323,27.326454,26.025011,25.033018,23.249063,20.817501,19.090338,18.017403,16.832052,14.941023,14.412151,14.059917,13.203098,13.480661,13.41817,14.060341,15.620825,17.439503,18.512,21.74778,23.278028,24.80086,25.450348,27.191126,27.145052,26.113409,26.281681,25.439774,23.613325,22.18212,19.83138,18.184757,17.1141,15.398441
17.147663116455078,16.903507,16.187649,15.915503,15.656787,15.529755,15.64795,16.027527,17.062466,17.874043,18.533718,19.261805,20.847788,21.494295,22.555958,23.0127,23.060394,23.113605,22.426369,21.13576,20.59795,19.888956,19.098175,17.769882,17.227451,16.743822,16.099848,16.047695,15.780071,15.619479,15.654667,16.004955,16.24598,17.98351,18.558836,19.831654,20.378435,22.109661,22.021124,22.695816,22.946257,23.1129,22.484756,21.89647,20.690786,19.855108,19.174738,17.798765
23.73381996154785,25.249893,26.423508,27.882711,28.236908,27.854977,27.286808,26.106213,25.385656,23.217731,21.420181,19.48805,17.879265,16.779297,15.826262,15.589695,14.462093,14.608239,14.440857,15.507634,16.833721,17.81089,18.339384,21.43026,22.875628,24.047773,26.382664,27.34328,28.890507,29.314877,28.825504,26.39516,25.484587,23.984505,21.678661,19.481518,18.219461,17.051157,15.337885,15.0159445,14.637569,14.505482,14.703812,15.106427,16.26263,18.054455,19.341585,20.870607
16.559785842895508,16.282898,16.048687,15.893335,15.979635,17.01643,17.276218,18.21916,19.92502,21.424168,21.796898,22.802357,23.395744,23.857796,24.045477,23.948929,23.14233,22.318989,21.420424,20.380877,19.469606,18.79324,17.912184,16.893036,16.62936,16.534882,15.856216,15.772403,15.913946,16.286236,17.496923,18.756367,19.409843,21.167555,21.950005,22.889656,23.193558,23.898294,23.954132,23.116047,23.29302,22.763603,21.680668,20.915129,19.667055,18.636518,18.014845,17.038713
17.617143630981445,17.479443,17.179003,16.980055,17.093727,17.876656,18.137173,19.019638,20.609116,22.099909,22.4829,23.467134,24.205666,24.65857,24.959906,24.943512,24.171528,23.472092,22.579422,21.465132,20.559471,19.882769,19.022493,18.002895,17.704008,17.601894,16.999487,16.964205,16.96919,17.318256,18.327309,19.436747,20.047153,21.857014,22.601107,23.561153,23.884031,24.79546,24.866905,24.191189,24.343527,23.892239,22.8236,22.041056,20.774849,19.749838,19.07716,18.140392
17.863048553466797,17.586235,17.208147,17.005299,17.071033,18.013636,18.208841,19.234219,21.094938,22.763346,23.199724,24.292315,25.21302,25.699305,26.205263,26.153498,25.363087,24.61292,23.56944,22.3719,21.341105,20.516037,19.552103,18.272038,17.89848,17.75103,16.942781,16.884392,16.970623,17.31971,18.503866,19.810482,20.43508,22.465075,23.28174,24.416111,24.837223,25.900723,26.003368,25.308346,25.510897,25.055912,23.898743,23.055666,21.5416,20.399166,19.529705,18.462887
18.847148895263672,18.5928,17.555876,17.082018,16.738737,16.659334,17.029125,17.494808,19.445034,21.114313,21.955025,23.164352,25.541546,26.591797,27.931665,28.592226,28.366858,28.320078,27.18394,25.370209,24.311499,23.17716,21.765219,19.792866,18.913452,18.355968,17.296967,17.300306,16.906118,16.72642,16.947899,17.868387,18.616507,21.247017,22.027388,24.013647,24.801483,27.151493,27.339577,27.988564,28.295311,28.654165,27.413614,26.46183,24.427261,22.952494,21.654238,19.812637
29.968584060668945,30.005264,30.104334,29.915575,29.92295,29.38756,28.905466,28.465996,28.141771,27.767448,27.467981,27.020096,26.787704,26.800528,26.64918,26.713814,26.651518,26.851742,27.24425,27.657072,28.12155,28.621698,28.865189,29.606632,29.746843,29.86796,30.137508,30.00742,29.889194,29.782528,29.093817,28.636019,28.077291,27.703419,27.378235,27.187159,26.720198,26.71287,26.51941,26.622234,26.691698,26.811644,27.218454,27.547031,28.155699,28.77852,29.119188,29.457
25.63568115234375,24.871492,23.109373,21.951963,20.179552,19.403687,17.828707,17.680895,16.45882,16.33935,15.800176,16.026474,15.92403,16.929298,17.822756,18.65015,20.515062,22.120012,23.961433,24.985357,25.29916,26.35042,26.67591,26.428238,25.453865,24.873997,23.083094,22.406845,20.285517,18.737635,17.687881,17.585318,16.31511,16.35502,15.743955,16.169094,16.156275,16.518848,17.406162,18.945568,20.79539,21.74793,23.440556,24.242878,25.702087,25.875328,25.945688,26.423447
12.3197021484375,12.487204,11.91888,11.622933,11.504135,11.360609,11.611597,12.060689,13.172466,14.436303,14.839493,15.723299,17.412344,17.911846,18.513958,18.929316,18.331812,18.218464,17.563297,16.191933,15.438396,14.794586,13.929942,12.946216,12.526228,12.20315,11.879799,11.867949,11.416787,11.567852,11.669314,12.229306,12.582557,14.437948,15.109627,16.29478,16.632072,18.249813,18.298334,18.477152,18.423605,18.702736,17.67283,16.861517,15.811556,14.74943,14.021518,12.940292
17.51291275024414,17.316692,16.721718,16.396378,16.126678,16.422758,16.678354,17.233181,18.78812,20.205887,20.753365,21.702782,23.030779,23.759138,24.592989,24.801704,24.448618,24.21129,23.336443,22.057257,21.194061,20.469418,19.44701,18.019238,17.509129,17.3,16.422382,16.419764,16.171265,16.214521,16.707527,17.622192,18.17783,20.115652,20.803207,22.145939,22.55599,24.062422,24.208796,24.308043,24.458889,24.620708,23.561462,22.901909,21.358915,20.24673,19.354313,18.082727
18.042713165283203,17.815428,17.090502,16.694536,16.320383,16.388496,16.63977,17.032095,18.460232,19.683796,20.319431,21.243284,22.732635,23.594265,24.5419,24.969912,24.818544,24.727695,23.93192,22.641502,21.919199,21.136341,20.11754,18.61612,18.018332,17.719816,16.80706,16.762487,16.498886,16.409365,16.575443,17.33889,17.864038,19.706762,20.35384,21.806246,22.318016,23.98222,24.10429,24.567823,24.744328,24.984589,24.093142,23.50152,22.001307,20.974052,20.006092,18.640785
17.970548629760742,17.788054,17.278246,16.994392,16.840137,17.482172,17.682133,18.49957,20.264778,21.871794,22.340527,23.3909,24.535423,25.143064,25.869118,25.937855,25.342281,24.83829,23.913355,22.580082,21.615023,20.819956,19.821339,18.43483,18.021849,17.86385,16.956291,16.890387,16.755903,17.044891,17.895292,19.02355,19.574749,21.58722,22.43837,23.716385,24.068836,25.413687,25.557688,25.284826,25.377298,25.320263,24.175322,23.41813,21.851206,20.644451,19.770418,18.586655
